"productid","actualprice","productdescription","producttitle"
"842","1475","<p><strong>A Lap to Soothe Mind,Body And Soul</strong></p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/rich-traditional-design.png"" alt="""" width=""24"" height=""25""><span> </span>Modern Designs-<span> </span></strong>Modern Home Decoration.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/thread-count.png"" alt="""" width=""24"" height=""25""><span> </span>Affordable Luxury-<span> </span></strong>Party Makeover.</p>
<p><strong><img src=""https://swayamindia.com/img/cms/Info%20Icons/multicolor.jpg"" width=""25"" height=""25"">Rotary Pigment Printing -<span> </span></strong>Vibrant Multi-Color.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/100-color-fast.png"" alt="""" width=""24"" height=""25""><span> </span>Colorfast-<span> </span></strong>Newer for Longer.</p>
<table width=""495"" height=""182"">
<tbody>
<tr>
<td style=""width: 179px;"">
<p>Brand</p>
</td>
<td style=""width: 366px;"">Happy Home</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Concept</p>
</td>
<td style=""width: 366px;"">
<p>3 PCs Stitched</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Product Category</p>
</td>
<td style=""width: 366px;"">
<p>Home</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Fabric Composition </p>
</td>
<td style=""width: 366px;"">
<p>100% Cotton </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Color Guarantee</p>
</td>
<td style=""width: 366px;"">
<p>100% Original Colors Up To 30 Washes  </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Package Include</p>
</td>
<td style=""width: 366px;"">
<p>2 Pillow Case + 1 King Bed Sheet </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Size</p>
</td>
<td style=""width: 366px;"">
<p><b>Bed Sheet</b><strong>: </strong><span>95 in x 102 Inches, </span></p>
<p><strong>Pillow Cover: </strong><span>19 in x 29 Inches</span></p>
</td>
</tr>
</tbody>
</table>
<p> </p>","Cotton King Bed Sheet -Sangria"
"843","1530","<p><span>Built for comfort, these track pants feature a heavyweight cotton blend that's soft to the touch. They're cut for a slim fit, with tapered legs and open hems. Black logo tape down the sides keeps the look true to the game.</span></p>
<ul class=""bullet_list___1JjG2 gl-list bullet_list--half-width___35Abt"">
<li class=""gl-vspacing-m"">Tapered slim fit is sleek and compact; Narrow at the ankle for a close feel</li>
<li class=""gl-vspacing-m"">Tapered legs</li>
<li class=""gl-vspacing-m"">52% cotton / 48% recycled polyester piqué</li>
<li class=""gl-vspacing-m"">Front zip pockets; Elastic waist</li>
</ul>","Adidas 3 Fleece Trouser - Olive Green"
"844","1000","<ul>
<li><span>Fabric with linen</span></li>
<li><span>Straight design</span></li>
<li><span>Loops</span></li>
<li><span>Removable belt</span></li>
<li><span>Two side pockets</span></li>
<li><span>1 Pocket on the back</span></li>
</ul>","Straight Linen Blend Trouser - Grey"
"845","1275","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Long Sleeves</span><br><span>Neckline : Neck Off Shoulder </span><br><span>Occasion : Casual </span>","Printed Top With Sleeves - Blue"
"846","1075","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Long Sleeves</span><br><span>Neckline : Neck Off Shoulder </span><br><span>Occasion : Casual </span>","Printed Top With Sleeves - Black"
"847","1075","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Long Sleeves</span><br><span>Neckline : Neck Off Shoulder </span><br><span>Occasion : Casual </span>","Printed Top With Sleeves - Maroon Polka"
"848","1075","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Long Sleeves</span><br><span>Neckline : Neck Off Shoulder </span><br><span>Occasion : Casual </span>","Printed Top With Sleeves - Maroon Polka"
"849","1250","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Long Sleeves</span><br><span>Neckline : Neck Off Shoulder </span><br><span>Occasion : Casual </span>","Jacquard Printed Top With Sleeves - Abstract"
"850","1025","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design : Printed.</span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Short Sleeves</span><br><span>Occasion : Casual </span>","Printed Top With Sleeves - Multi Floral"
"851","1175","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design :Self Weaved </span><br><span>Material : 70% Silk + 20% Nylon </span><br><span>Sleeve Length : Full Sleeves</span><br><span>Occasion : Casual/Formal </span>","Silk Formal Shirt - Weaved Grey"
"852","1175","<span>Style : Woven Plaids</span><br><span>Fit : Regular.</span><br><span>Design :Self Weaved </span><br><span>Material : 70% Silk + 20% Nylon </span><br><span>Sleeve Length : Full Sleeves</span><br><span>Occasion : Casual/Formal </span>","Silk Formal Shirt - Weaved Pink"
"853","1275","<span>Style : Woven </span><br><span>Fit : Regular.</span><br><span>Design : Dyed </span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Sleeve Less </span><br><span>Neckline : High </span><br><span>Occasion : Casual </span>","Dyed Casual Top - White"
"854","975","<span>Style : Woven </span><br><span>Fit : Regular.</span><br><span>Design : Dyed </span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Half Sleeves </span><br><span>Neckline : High </span><br><span>Occasion : Casual </span>","Dyed Casual Top - Black Over White"
"855","975","<span>Style : Woven </span><br><span>Fit : Regular.</span><br><span>Design : Dyed </span><br><span>Material : 100% Micro Fiber Cotton </span><br><span>Sleeve Length : Half Sleeves </span><br><span>Neckline : High </span><br><span>Occasion : Casual </span>","Dyed Casual Top - White"
"856","1375","<div><span><strong>Fitted Sheet 100% Organic Cotton Mattress Cover Corner with Elastic Band Bed Sheet</strong></span></div>
<div><strong></strong></div>
<div>
<strong>Material:<span> </span></strong>100% Cotton</div>
<div>
<strong>Mattress Size:<span> </span></strong>Fit To Single Bed Sheet ( 42 x 78 + 10 Inches) </div>
<div>
<strong>Drop Size:<span> </span></strong>Sheet Fits To 6 - 13 Inches Mattress Thickness </div>
<div>
<strong>Pillow Size:<span> </span></strong>19 x 29 Inches<strong> </strong>
</div>
<div>
<strong>Package Includes:<span> </span></strong>1 x Fitted Bed Sheet + 1 x Pillow Covers </div>
<div><strong></strong></div>
<div>
<b>Features :</b><br>1. High quality 100% cotton fabric, soft and skin-health.<br>2. Can be used for top grade home bedding theme hotel etc.<br>3. Durable and breathable, fade less and no odor</div>","Cartoon Fitted Sheet - Pirates"
"857","3100","<ul data-v-3ada0190="""" class=""feature-list"">
<li data-v-3ada0190="""">360-Degree Protection Blocks Bed Bugs</li>
<li data-v-3ada0190="""">Soft, Breathable, and Whisper Quiet</li>
<li data-v-3ada0190="""">100% Waterproof to Keep Out All Liquids</li>
</ul>
<p><span>Offering complete protection on all sides, this mattress cover features soft, breathable, noiseless fabric with a waterproof layer on the inside. Not only does the protector block out fluids, spills, bed bugs, dust mites, and allergens, but it also promotes a soft, smooth, and clean sleep environment. Machine washable and dryer safe, this zippered cover is easily removed for convenient laundering. Encasement accommodates mattresses up to 13 inches thick.</span></p>
<p><span><strong>Provides a physical barrier that resists:</strong></span></p>
<p> </p>
<p><span><strong><img src=""https://cdn.shopify.com/s/files/1/0071/3136/5428/files/Capture_5fce025a-4e6b-490d-8095-6123b8c67738_480x480.png?v=1576572771"" alt=""""></strong></span></p>
<p><span><strong>Total Encasement Mattress Protector Size Chart:</strong></span></p>
<ul>
<li>72"" x 78"" (Fits Mattresses up to 14"" deep)</li>
</ul>
<p><strong>Care instructions:<br></strong></p>
<ul>
<li>Wash and dry on <span class=""red"">HOT</span> settings</li>
</ul>
<p> </p>","ZipTight Encasement Mattress Cover - King"
"858","1875","<p><strong>A Lap to Soothe Mind,Body And Soul</strong></p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/rich-traditional-design.png"" alt="""" width=""24"" height=""25""><span> </span>Modern Designs-<span> </span></strong>Modern Home Decoration.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/thread-count.png"" alt="""" width=""24"" height=""25""><span> </span>Affordable Luxury-<span> </span></strong>Party Makeover.</p>
<p><strong><img src=""https://swayamindia.com/img/cms/Info%20Icons/multicolor.jpg"" width=""25"" height=""25"">Rotary Pigment Printing -<span> </span></strong>Vibrant Multi-Color.</p>
<p><strong><img src=""https://www.swayamindia.com/img/cms/Info%20Icons/100-color-fast.png"" alt="""" width=""24"" height=""25""><span> </span>Colorfast-<span> </span></strong>Newer for Longer.</p>
<table width=""495"" height=""182"">
<tbody>
<tr>
<td style=""width: 179px;"">
<p>Brand</p>
</td>
<td style=""width: 366px;"">Knit &amp; Knots</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Concept</p>
</td>
<td style=""width: 366px;"">
<p>3 PCs Stitched</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Product Category</p>
</td>
<td style=""width: 366px;"">
<p>Home</p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Fabric Composition </p>
</td>
<td style=""width: 366px;"">
<p>100% Cotton </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Color Guarantee</p>
</td>
<td style=""width: 366px;"">
<p>100% Original Colors Up To 10 Washes  </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Package Include</p>
</td>
<td style=""width: 366px;"">
<p>2 Pillow Case + 1 King Bed Sheet </p>
</td>
</tr>
<tr>
<td style=""width: 179px;"">
<p>Size</p>
</td>
<td style=""width: 366px;"">
<p><b>Bed Sheet</b><strong>: </strong><span>95 in x 102 Inches, </span></p>
<p><strong>Pillow Cover: </strong><span>19 in x 29 Inches</span></p>
</td>
</tr>
</tbody>
</table>
<p> </p>","4 Pillows King Bed Sheet - Sorbet Brown"
"859","1375","<div><span><strong>Fitted Sheet 100% Organic Cotton Mattress Cover Corner with Elastic Band Bed Sheet</strong></span></div>
<div><strong></strong></div>
<div>
<strong>Material:<span> </span></strong>100% Cotton</div>
<div>
<strong>Mattress Size:<span> </span></strong>Fit To Single Bed Sheet ( 42 x 78 + 10 Inches) </div>
<div>
<strong>Drop Size:<span> </span></strong>Sheet Fits To 6 - 13 Inches Mattress Thickness </div>
<div>
<strong>Pillow Size:<span> </span></strong>19 x 29 Inches<strong> </strong>
</div>
<div>
<strong>Package Includes:<span> </span></strong>1 x Fitted Bed Sheet + 1 x Pillow Covers </div>
<div><strong></strong></div>
<div>
<b>Features :</b><br>1. High quality 100% cotton fabric, soft and skin-health.<br>2. Can be used for top grade home bedding theme hotel etc.<br>3. Durable and breathable, fade less and no odor</div>","Cartoon Fitted Sheet - Panda"
"860","1375","<div><span><strong>Fitted Sheet 100% Organic Cotton Mattress Cover Corner with Elastic Band Bed Sheet</strong></span></div>
<div><strong></strong></div>
<div>
<strong>Material:<span> </span></strong>100% Cotton</div>
<div>
<strong>Mattress Size:<span> </span></strong>Fit To Single Bed Sheet ( 42 x 78 + 10 Inches) </div>
<div>
<strong>Drop Size:<span> </span></strong>Sheet Fits To 6 - 13 Inches Mattress Thickness </div>
<div>
<strong>Pillow Size:<span> </span></strong>19 x 29 Inches<strong> </strong>
</div>
<div>
<strong>Package Includes:<span> </span></strong>1 x Fitted Bed Sheet + 1 x Pillow Covers </div>
<div><strong></strong></div>
<div>
<b>Features :</b><br>1. High quality 100% cotton fabric, soft and skin-health.<br>2. Can be used for top grade home bedding theme hotel etc.<br>3. Durable and breathable, fade less and no odor</div>","Cartoon Fitted Sheet - Safari"
"861","1375","<div><span><strong>Fitted Sheet 100% Organic Cotton Mattress Cover Corner with Elastic Band Bed Sheet</strong></span></div>
<div><strong></strong></div>
<div>
<strong>Material:<span> </span></strong>100% Cotton</div>
<div>
<strong>Mattress Size:<span> </span></strong>Fit To Single Bed Sheet ( 42 x 78 + 10 Inches) </div>
<div>
<strong>Drop Size:<span> </span></strong>Sheet Fits To 6 - 13 Inches Mattress Thickness </div>
<div>
<strong>Pillow Size:<span> </span></strong>19 x 29 Inches<strong> </strong>
</div>
<div>
<strong>Package Includes:<span> </span></strong>1 x Fitted Bed Sheet + 1 x Pillow Covers </div>
<div><strong></strong></div>
<div>
<b>Features :</b><br>1. High quality 100% cotton fabric, soft and skin-health.<br>2. Can be used for top grade home bedding theme hotel etc.<br>3. Durable and breathable, fade less and no odor</div>","Cartoon Fitted Sheet - Jungle"
"862","4199","<ol>
<li>Made With 100% Pure Cotton Provide Longevity &amp; Luxury.</li>
<li>The Cotton Pillow Provide Perfectly Soft &amp; Comfortable, Gentle Yet Firm Lift for All the Natural Care You Need as You Sleep.</li>
<li>High Quality Zip &amp; Double-Hemmed Stitching Provides Durable Construction and Protection.</li>
<li>Machine Wash on Cold, Tumble Dry on Low, Splash Lemon Juice onto The Stained Area Then Scrub to Remove Stubborn Stains.</li>
<li>1 KG Hypoallergenic Ball Fiber Filling </li>
<li>Pack Contents: 6 Vacuumed Compressed Packing Bed Pillows (19 X 29 Inches)<br> <br>
</li>
</ol>
<p><span> </span></p>","FILLED PILLOWS - PACK OF 6"
"863","1015","<div><span><strong>Fitted Sheet 100% Organic Cotton Mattress Cover Corner with Elastic Band Bed Sheet</strong></span></div>
<div><strong></strong></div>
<div>
<strong>Material:<span> </span></strong>100% Cotton</div>
<div>
<strong>Mattress Size:<span> </span></strong>Fit To Single Bed Sheet ( 42 x 78 + 10 Inches) </div>
<div>
<strong>Drop Size:<span> </span></strong>Sheet Fits To 6 - 13 Inches Mattress Thickness </div>
<div>
<strong>Pillow Size:<span> </span></strong>19 x 29 Inches<strong> </strong>
</div>
<div>
<strong>Package Includes:<span> </span></strong>1 x Fitted Bed Sheet + 1 x Pillow Covers </div>
<div><strong></strong></div>
<div>
<b>Features :</b><br>1. High quality 100% cotton fabric, soft and skin-health.<br>2. Can be used for top grade home bedding theme hotel etc.<br>3. Durable and breathable, fade less and no odor</div>","Cartoon Fitted Sheet - Light Pink"
"864","725","<div>
<p><strong>Size:</strong></p>
<ul>
<li>Bed Sheet Size 60 x 95 in.</li>
<li>Pillow Size 19 x 29 in.</li>
</ul>
<ul></ul>
<p><strong>Color:</strong></p>
<ul>
<li>Multi Color</li>
</ul>
<p><strong>Material :</strong></p>
<ul>
<li>100% Cotton </li>
</ul>
</div>
<div><strong>Washing instructions:</strong></div>
<div>
<ul>
<li><span>Can be hand or machine wash</span></li>
<li><span>Use water with temperature below 30 degrees.</span></li>
<li><span>Drop neutral detergent solution into the water first and put in the bedding till the liquid integrated fully into the water.</span></li>
<li><span data-spm-anchor-id=""2114.10010108.1000023.i0.6d7f8012aejK7y"">Wash it for no more than 30 minutes</span></li>
</ul>
</div>","Single Bed Sheet With 1 Pillow"
"865","1990","<ol>
<li type=""disc"">Outer shell: 100% ceramic</li>
<li type=""disc"">Basic color: Brown</li>
<li type=""disc"">Set includes:</li>
<li type=""disc"">1 Tumbler</li>
<li type=""disc"">1 Soap dispenser </li>
<li type=""disc"">1 Soap dish</li>
<li type=""disc"">1 Brush holder</li>
</ol>
<p><strong>Measurements</strong></p>
<ol>
<li type=""disc"">Tumbler: 3 X 3 X 4.9""</li>
<li type=""disc"">Soap dispenser: 3 X 3 X  7.5""</li>
<li type=""disc"">Soap dish: 5 X 3.4 X 1.2""</li>
<li type=""disc"">Brush holder: 3<span> X 3 X 5""</span>
</li>
</ol>
<p><strong>Care Instructions</strong></p>
<ol>
<li type=""disc"">Please strictly follow the care insturctions</li>
<li type=""disc"">Clean gently with detergent, if required</li>
</ol>","Strap Design Bath Room Set"
"866","1990","<ol>
<li type=""disc"">Ceramic</li>
<li type=""disc"">Color: Dull Black </li>
<li type=""disc"">Set includes:</li>
<li type=""disc"">1 Tumbler</li>
<li type=""disc"">1 Soap dispenser </li>
<li type=""disc"">1 Soap dish</li>
<li type=""disc"">1 Brush holder</li>
</ol>
<p><strong>Measurements</strong></p>
<ol>
<li type=""disc"">Tumbler: 3 X 3 X 4.9""</li>
<li type=""disc"">Soap dispenser: 3 X 3 X  7.5""</li>
<li type=""disc"">Soap dish: 5 X 3.4 X 1.2""</li>
<li type=""disc"">Brush holder: 3<span> X 3 X 5""</span>
</li>
</ol>
<p><strong>Care Instructions</strong></p>
<ol>
<li type=""disc"">Please strictly follow the care instructions</li>
<li type=""disc"">Clean gently with detergent, if required</li>
</ol>","Triangle Texture Bath Room Set - Brown"
"867","1990","<ol>
<li type=""disc"">Ceramic</li>
<li type=""disc"">Color: Dull Black </li>
<li type=""disc"">Set includes:</li>
<li type=""disc"">1 Tumbler</li>
<li type=""disc"">1 Soap dispenser </li>
<li type=""disc"">1 Soap dish</li>
<li type=""disc"">1 Brush holder</li>
</ol>
<p><strong>Measurements</strong></p>
<ol>
<li type=""disc"">Tumbler: 3 X 3 X 4.9""</li>
<li type=""disc"">Soap dispenser: 3 X 3 X  7.5""</li>
<li type=""disc"">Soap dish: 5 X 3.4 X 1.2""</li>
<li type=""disc"">Brush holder: 3<span> X 3 X 5""</span>
</li>
</ol>
<p><strong>Care Instructions</strong></p>
<ol>
<li type=""disc"">Please strictly follow the care instructions</li>
<li type=""disc"">Clean gently with detergent, if required</li>
</ol>","Triangle Texture Bath Room Set - Light Brown"
"868","1990","<ol>
<li type=""disc"">Ceramic</li>
<li type=""disc"">Color: Dull Black </li>
<li type=""disc"">Set includes:</li>
<li type=""disc"">1 Tumbler</li>
<li type=""disc"">1 Soap dispenser </li>
<li type=""disc"">1 Soap dish</li>
<li type=""disc"">1 Brush holder</li>
</ol>
<p><strong>Measurements</strong></p>
<ol>
<li type=""disc"">Tumbler: 3 X 3 X 4.9""</li>
<li type=""disc"">Soap dispenser: 3 X 3 X  7.5""</li>
<li type=""disc"">Soap dish: 5 X 3.4 X 1.2""</li>
<li type=""disc"">Brush holder: 3<span> X 3 X 5""</span>
</li>
</ol>
<p><strong>Care Instructions</strong></p>
<ol>
<li type=""disc"">Please strictly follow the care instructions</li>
<li type=""disc"">Clean gently with detergent, if required</li>
</ol>","EMBOSSED WAVE LINES BATHROOM SET"
